contest_name,organizer,deadline,link,source_site
2026년 부산시 꿈드림 학교 밖 청소년 인식개선 미디어 공모전,주최사 정보 미상,2026-06-30,http://www.cando.or.kr/,링커리어
2026년 상반기 부산도시공사 고객제안,부산도시공사,2026-06-30,https://bmc.busan.kr/index.do?menuCd=DOM_000000104006002000,위비티
2026년 전국 학생 모의국회 법률 제ㆍ개정안 공모대회,농촌진흥청 / 한국4-H중앙본부,2026-06-30,https://www.korea4-h.or.kr/board/boardDetail.php?cmd=data_show&Srno=15795&Cate_Code=Notice,위비티
2026년 전북 자치경찰 정책공모,전북자치경찰위원회,2026-06-30,https://www.jeonbuk.go.kr/apc/board/view.jeonbuk?menuCd=DOM_000001302001000000&boardId=BBS_0000137&dataSid=661298,위비티
JIAF 2026 제주국제아트페어 서포터즈 모집,제주국제아트페어,2026-06-30,https://yahoo.com,위비티
[농심] 농심 메밀소바 짧은 글 공모전,주최사 정보 미상,2026-06-30,https://www.nongshim.com/promotion/event/view/2026/04_soba/soba_event,링커리어
[한국섬유신문] AI 패션 디자인 메디치 프로젝트 국민 공모,하는 국산 기능성 소재 상용화 및,2026-06-30,https://www.ktnews.com/,링커리어
[환경재단] 2026 기후과학클래스 4기 참가자 모집,주최사 정보 미상,2026-06-30,https://cbt.linkareer.com,링커리어
『반환경보조금(Environmentally Harmful Subsidies) 발굴 공모전』,"강원환경비전포럼, 한국환경정책협의회",2026-06-30,https://kaep.org/,링커리어
반환경 보조금(Environmentally Harmful Subsidies) 발굴 공모전,"강원환경비전포럼, 한국환경정책협의회",2026-06-30,https://kaep.org/29/?idx=171511247&bmode=view,위비티
서울 디자인 AI 영상 공모전,서울특별시 / 서울디자인재단,2026-06-30,https://ddp.or.kr/?menuno=245&siteno=2&cates=&boardno=22&act=view&bbsno=2132,위비티
쇼팽음악영재콩쿨,한국쇼팽음악연구회CMC,2026-07-01,https://blog.naver.com/thinkcontest,씽굿
2026 가명정보 활용 경진대회,"개인정보보호위원회, 과학기술정보통신부, 보건복지부, 금융위원회 / 한국인터넷진흥원",2026-07-03,https://dataprivacy.go.kr/,위비티
2026 가명정보 활용 경진대회,주최사 정보 미상,2026-07-03,https://dataprivacy.go.kr,링커리어
2026 대한민국해군 영상 숏폼 공모전,대한민국해군 / 대한민국해군 미디어콘텐츠과,2026-07-03,https://www.navy.mil.kr,위비티
[대한민국 해군] 2026 대한민국해군 영상·숏폼 공모전,주최사 정보 미상,2026-07-03,https://naver.com,링커리어
2026 강릉 ITS 세계총회 유스펠로우쉽,"국토교통부, 강릉시",2026-07-05,https://2026itsworldcongress.org/ITS/120002/index.do,씽굿
AI-Kive 챌린지,AI-Kive,2026-07-05,https://aikive.com/event,위비티
제7회 계룡장학재단 건축 아이디어 공모전,계룡장학재단,2026-07-05,https://vo.la/xi1pKIH,위비티
2026 국제해양법 모의재판대회,주최사 정보 미상,2026-07-06,https://ocean.or.kr/business/view/menu/1217?idx=3909,링커리어
제14회 산업통상부 공공데이터 활용 아이디어 공모전,산업통상부 / 한국산업기술시험원,2026-07-06,https://www.datacontest.kr/,위비티
제14회 산업통상부 공공데이터 활용 아이디어 공모전,하는 제14회 공공데이터 활용 아이디어 공모전이 개최됩니다!,2026-07-06,https://www.datacontest.kr,링커리어
2026년 트래블 이노베이션 아이디어 공모전,야놀자리서치,2026-07-09,https://www.yanolja-research.com/notice/view/56,위비티
2026 대한민국 지자체·공공 캐릭터 페스티벌 대상 공모전,주최사 정보 미상,2026-07-10,https://cbt.linkareer.com,링커리어
"2026 부평 청소년페스티벌 가요제, 댄스경연대회 참가팀 모집",부평구청,2026-07-10,https://daum.net,씽굿
"2026 부평 청소년페스티벌 가요제, 댄스경연대회 참가팀 모집",주최사 정보 미상,2026-07-10,https://daum.net,링커리어
2026년 제주시 정책 아이디어 공모전,제주시,2026-07-10,https://www.jejusi.go.kr/citizen/cnte.do?mode=detail&cnte_uuid=467d1b450bbf48b4a9dad55ec788d93b&cnte_sttu=&cnte_subject=&orderby_type=&currentPageNo=1,위비티
2026년 제주시 정책 아이디어 공모전,주최사 정보 미상,2026-07-10,https://korea.kr,링커리어
2026년도 직업훈련 혁신 우수사례·아이디어 공모전,한국기술교육대학교 직업능력심사평가원,2026-07-10,https://www.ksqa.or.kr/?bbsMode=view&bbsId=BBSMSTR_000000000021&nttId=50687&pid=HP010106&ntt_dept_id=12&pageIndex=1&searchCnd=&searchWrd=&category_board=,위비티
기술보증기금 2026년도 대국민 혁신 아이디어 공모전,기술보증기금,2026-07-10,https://www.epeople.go.kr/cmmn/idea/redirect.do?ideaRegNo=1AE-2605-0000643,위비티
릴레이 토크콘서트 청년담장 이야기 영상공모전,주최사 정보 미상,2026-07-10,https://cbt.linkareer.com,링커리어
릴레이 토크콘서트 청년담장 이야기영상 공모전,부산광역시,2026-07-10,https://korea.kr,씽굿
릴레이 토크콘서트 청년담장 이야기영상 공모전,주최사 정보 미상,2026-07-10,https://www.bsnamgu.go.kr/board/view.namgu?boardId=BBS_0000316&menuCd=DOM_000003005001000000&startPage=1&dataSid=698631,링커리어
2026년 전주MBC K-하이테크 플랫폼 제2회 가상현실 공간 창작 공모전,전주MBC K-하이테크 플랫폼,2026-07-14,https://khp.jmbc.co.kr/bbs/board.php?bo_table=notice≀_id=20,위비티
2026년 제12회 전국 중.고교생 서강 게임/애니/만화 아이디어 공모전,"자는 수상작에 대한 콘텐츠 홍보 및 배포(홈페이지 게재, 방영, 보도자료등)를 할 수 있음.",2026-07-14,https://scec.sogang.ac.kr,링커리어
전북지역 초등학생 대상 교사·부모와 함께 생각하는 방사선 이야기 그림 공모전,주최사 정보 미상,2026-07-15,https://kaeri.re.kr,링커리어
전북지역 초등학생 대상 교사·부모와 함께 생각하는 방사선 이야기 그림 공모전,한국원자력연구원 첨단방사선연구소,2026-07-15,https://kaeri.re.kr/arti/board/view?menuId=MENU00518&linkId=12981,위비티
2026년 평택시의회 정책 아이디어 공모전,평택시의회,2026-07-16,https://www.ptcouncil.go.kr/,위비티
[한국석유공사] 2026년 숏폼 공모전,한국석유공사,2026-07-16,https://www.knoc.co.kr/sub05/sub05_5_5.jsp?page=1#=303&mode=view&field=&text=&bid=DATA5&ses=USERSESSION&psize=12,위비티
2026년 법무부 성평등 영상 콘텐츠 공모전,법무부,2026-07-17,https://www.moj.go.kr/moj/223/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGbW9qJTJGMTg0JTJGNjA2ODgzJTJGYXJ0Y2xWaWV3LmRvJTNGcGFzc3dvcmQlM0QlMjZyZ3NCZ25kZVN0ciUzRCUyNmJic0NsU2VxJTNEJTI2cmdzRW5kZGVTdHIlM0QlMjZpc1ZpZXdNaW5lJTNEZmFsc2UlMjZwYWdlJTNEMSUyNmJic09wZW5Xcm,위비티
2026년 법무부 성평등 영상 콘텐츠 공모전,주최사 정보 미상,2026-07-17,https://korea.kr,링커리어
"KAIST AIx실패 아이디어 공모전 ""미래에서 온 오답노트""",KAIST 실패연구소,2026-07-17,https://docs.google.com/forms/d/e/1FAIpQLSfdHTgENxu7CSUYj8kWO2tyF99-t12T3fdVfX9IS4ZzLXmwMw/viewform,링커리어
게임 '빨간 공은 어디에?' BGM 음악 공모전 레모네이션,주최사 정보 미상,2026-07-18,https://www.lemonsound.co/lemonation/contest-bucqonv5,링커리어
제1회 코리아 숏드라마 어워즈,응모대상,2026-07-20,https://www.cineplay.co.kr/ko-kr/ksda,씽굿
제1회 코리아 숏드라마 어워즈,주최사 정보 미상,2026-07-20,https://cineplay.co.kr,링커리어
2026 노벨라 앤솔로지 공모 (경계에 선 존재들),(주)노벨라스튜디오,2026-07-24,https://novela.so/ko/contest,위비티
2026 노벨라 앤솔로지 공모〈경계에 선 존재들〉,주최사 정보 미상,2026-07-24,https://novela.so/occult-wiki,링커리어
[신한투자증권] 신한 Premier Film Festa 숏폼 공모전,"사 종합평가 (평가항목: 주제적합성, 완성도, 대중성, 창의성 등)",2026-07-24,https://cbt.linkareer.com,링커리어
2027 충청 유니버시아드대회 공식상품 디자인 공모전,(재)2027 충청 유니버시아드대회 조직위원회,2026-07-27,https://www.chungcheong2027.com/home/sub.do?menukey=7411&mode=view&dsn=6A163032-885-168,위비티
2027 충청 유니버시아드대회 공식상품 디자인 공모전,주최사 정보 미상,2026-07-27,https://www.chungcheong2027.com/home/sub.do?menukey=7411&mode=view&dsn=6A163032-885-168,링커리어
재정경제부 민생플러스 생활비 경감 정책 아이디어 공모전,재정경제부 민생안정지원단,2026-07-27,https://yahoo.com,위비티
컬럼비아유니버시티 대학생서포터즈 10기 모집,(주)트랜덱스 / 컬럼비아유니버시티,2026-07-27,https://columbianyc.co.kr/,위비티
2026 한국수력원자력 기업이미지 공모전,한국수력원자력,2026-07-30,https://www.khnp.co.kr/main/selectWebEventManageView.do?key=382&ntcobSeq=283,위비티
2026 한국수력원자력 유튜브 짧은영상 공모전,주최사 정보 미상,2026-07-30,https://www.khnp.co.kr/main/selectWebEventManageView.do?key=382&ntcobSeq=284&pageUnit=9&searchCnd=all&searchKrwd=&pageIndex=1,링커리어
2026 한국수력원자력 유튜브 짧은영상 공모전,한국수력원자력,2026-07-30,https://www.khnp.co.kr/main/selectWebEventManageView.do?key=382&ntcobSeq=284,위비티
2026 HiKR MEDIA ART(하이커 미디어 아트) 공모전,문화체육관광부 / 한국관광공사,2026-07-31,https://m.site.naver.com/26ARd,위비티
2026 제15회 협성독서왕 독후감 공모전,협성문화재단•북두칠성도서관,2026-07-31,https://hscf.co.kr/kor/sub6_01.php?wr_id=15789,위비티
2026 차차통통 장애인정책 공모전,(사) 한국장애인단체총연합회,2026-07-31,http://www.kofod.or.kr/bbs_shop/read.htm?board_code=sub2_1&idx=287335&cate_sub_idx=0,위비티
2026 한국 자살예방연구실천협회 자살예방 정책&실천 공모전,하는 행사에서 연구 결과 발표를 진행해야 합니다.,2026-07-31,https://naver.com,링커리어
2026년 우수 입법・정책 아이디어 공모전,지평법정책연구소,2026-07-31,https://www.jpilp.com/Views/News/Notice_view.aspx?NoticeMainId=207,위비티
2026년 저작권 인식제고 글 공모전,응모대상,2026-07-31,https://www.copyrightcontest.com,씽굿
JAGDA 자그다 국제 학생 포스터 어워드 2026,- 공익사단법인 일본그래픽디자인협회 (JAGDA),2026-07-31,https://cbt.linkareer.com,링커리어
JAGDA 자그다 국제 학생 포스터 어워드 2026,일본그래픽디자인협회,2026-07-31,https://jagda-gakusei.jp/en/,위비티
[국립아시아문화전당] 2026 ACC 민주·인권·평화 영상(+AI) 콘텐츠 공모전,국립아시아문화전당,2026-07-31,https://www.acc.go.kr/main/board/board.do?PID=0701&boardID=NOTICE&action=Read&idx=2775,위비티
[기획예산처] 중장기 국가발전전략 공모전,기획예산처,2026-07-31,https://mpbvisionidea.kr,위비티
[제주특별자치도의회] 2026년도 정책아이디어 공모전,제주특별자치도의회,2026-07-31,https://www.council.jeju.kr/notice/notice.do?act=view&seq=376214,위비티
제33회 전국청소년전통문화경연대회,(사)한국청소년연맹,2026-07-31,https://koya.or.kr/,위비티
제33회 전국청소년전통문화경연대회,주최사 정보 미상,2026-07-31,https://cbt.linkareer.com,링커리어
제14회 전국 초·중·고 학생 사랑의열매 나눔공모전,사의 사정에 따라 일부 변경되거나 취소될 수 있음,2026-08-03,https://www.nanumcontest.co.kr/,링커리어
[국립중앙도서관] 2026 도서관 데이터 활용 공모전,주최사 정보 미상,2026-08-07,https://www.nl.go.kr,링커리어
"제6회숏츠멘터리공모전[AI시대, 기후기록]",사단법인지속가능월드네트워크,2026-08-08,https://forms.gle/RjKwjZiYiE6xHjhH8,씽굿
제 8회 대림성모병원 핑크스토리 창작시 공모전,대림성모병원,2026-08-16,https://yahoo.com,위비티
제 8회 대림성모병원 핑크스토리 창작시 공모전,주최사 정보 미상,2026-08-16,https://docs.google.com/forms/d/e/1FAIpQLSdhorWBQLwhfjLKFO_JOGNvgGHF1gty77liyPEaTBLdJXHVPw/viewform?usp=send_form,링커리어
제4회 진주가인가요제,진주시 / 서경방송,2026-08-17,https://yahoo.com,위비티
제4회 진주가인가요제,측이 안내하는 리허설 및 본선 일정에 반드시 참여해야 합니다.,2026-08-17,https://scs.co.kr,링커리어
[국립생물자원관] 제21회 생물다양성 세밀화·AI이미지 공모전,▷기후에너지환경부 국립생물자원관(인천광역시 서구 소재),2026-08-28,https://cbt.linkareer.com,링커리어
[전등사] 제2회 전등사TV 영상공모전,주최사 정보 미상,2026-08-30,https://www.webhard.co.kr,링커리어
BIGFIELDS STUDENTS PRIZE 2026,주최사 정보 미상,2026-08-31,https://www.bigfieldscompetitions.com/,링커리어
BIGFIELDS STUDENTS PRIZE 2026 (참가비 있음),한국건축가협회 대구·경북건축가회,2026-08-31,https://www.bigfieldscompetitions.com/,위비티
[한국해양문학연구소] 제14회 해양 우수원고 모집,하는 ‘해양문학 신인상’의 후보에 추천될 수 있습니다.,2026-08-31,https://blog.naver.com/coreawhen,링커리어
제14회 해양 우수원고 모집,한국해양문학연구소,2026-08-31,https://naver.com,씽굿
제16회 한무숙 소설 독후감 대회,·주관 한무숙문학관,2026-08-31,https://hahnmoosook.com,링커리어
제16회 한무숙 소설 독후감 대회,한무숙문학관,2026-08-31,http://www.hahnmoosook.com/public_html/pages/news/notice_view.asp?board_idx=798&page_no=1,위비티
2026 롯데월드 상품 디자인 공모전,"측에 귀속되며, 필요 시 일부 수정 후 상품화가 진행될 수 있습니다.",2026-09-06,https://lotte.net,링커리어
제8회 법무부 통일법제 논문 공모전,학술대회 발표 기회 제공 등 전문성 제고 지원,2026-09-16,https://www.unilaw.go.kr/mainIndex.do,링커리어
AI기반 지속가능한 통일아이디어 공모전,고려대학교 세종캠퍼스 통일교육선도대학 사업단,2026-09-18,https://kuds.korea.ac.kr/kuds/4648/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa3VkcyUyRjE1NCUyRjI2OTI4MCUyRmFydGNsVmlldy5kbyUzRg%3D%3D,위비티
2026년 위치정보 사업자를 위한 클라우드 인프라 지원사업,방송미디어통신위원회 / 한국인터넷진흥원,2026-09-30,https://cloudlbs.kr/,위비티
[이민정책연구원] 제6회 대학(원)생 대상 이민정책연구 논문공모전,주최사 정보 미상,2026-09-30,https://mrtc.or.kr,링커리어
제25회 흥남철수·거제평화문학상 전국공모전,사,2026-09-30,http://www.geojenews.co.kr,링커리어
제45회 대학(원)생 통일 논문 공고,주최사 정보 미상,2026-09-30,https://unikorea.go.kr,링커리어
제6회 이민정책연구원 대학(원)생 대상 이민정책연구 논문공모전,이민정책연구원,2026-09-30,https://www.mrtc.re.kr/community/01.php?admin_mode=read&no=29086&make=&search=&type=&apply_no=&table_name=news&page=1,위비티
[국민권익위원회] 청소년 정책 패널 아이디어 공모전,국민권익위원회,2026-10-10,https://sotong.go.kr/front/epilogue/epilogueNewViewPage.do?bbs_id=ccbcbcf09d5a49cbbc24f0edcfb61d1c,위비티
제11회 지방자치분권·균형발전 실현 정책제안 공모,"부산일보사, 지방분권균형발전 부산시민연대 / 사)분권균형",2026-10-15,http://www.분권균형.kr/board/bbs_view.asp?code=news#=124&curRef=124&curStep=0&curLevel=0,위비티
2026년 제주시 정책 아이디어 공모전,제주시청,2026-11-20,https://korea.kr,씽굿
